release_year,specs
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
2014,"['Single-player', 'Steam Trading Cards']"
2014,['Single-player']
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']"
2014,"['Single-player', 'Game demo', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']"
2014,"['Multi-player', 'MMO', 'Steam Achievements']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Workshop']"
2014,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Game demo']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Stats']"
2014,"['Single-player', 'Downloadable Content']"
2014,"['Single-player', 'Steam Trading Cards']"
2014,"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content']"
2014,"['Single-player', 'Downloadable Content']"
2014,"['Single-player', 'Downloadable Content']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Downloadable Content', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']"
2014,"['Single-player', 'Game demo', 'Full controller support']"
2014,['Single-player']
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2015,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2014,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Workshop']"
2014,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content']"
2014,"['Single-player', 'Downloadable Content']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']"
2014,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Game demo', 'Steam Achievements', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2006,"['Single-player', 'Steam Trading Cards']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']"
2014,"['Single-player', 'Steam Achievements']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']"
2012,"['Single-player', 'Game demo', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']"
2014,['Single-player']
2014,"['Single-player', 'Multi-player', 'Downloadable Content']"
2014,"['Single-player', 'Steam Achievements']"
2014,"['Single-player', 'Multi-player']"
2014,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']"
2013,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
1988,"['Single-player', 'Steam Trading Cards']"
2014,"['Multi-player', 'MMO', 'Co-op', 'Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']"
2014,['Single-player']
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards']"
2014,"['Multi-player', 'MMO', 'Co-op', 'Downloadable Content', 'Steam Trading Cards', 'Partial Controller Support']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']"
2012,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Includes level editor']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Trading Cards']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
2013,['Single-player']
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']"
2014,"['Single-player', 'Downloadable Content']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements']"
2014,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']"
1998,['Single-player']
1998,['Single-player']
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2014,['Downloadable Content']
2014,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
2012,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements']"
2014,"['Single-player', 'Downloadable Content']"
2013,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']"
2014,['Single-player']
2013,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Steam Trading Cards']"
2013,"['Single-player', 'Downloadable Content']"
2014,"['Single-player', 'Steam Achievements', 'Steam Cloud']"
2014,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Captions available', 'Steam Cloud']"
2014,"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Captions available', 'Steam Cloud']"
2011,['Single-player']
2007,['Single-player']
2014,['Downloadable Content']
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,['Single-player']
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Steam Achievements']"
2014,"['Single-player', 'Co-op', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Includes Source SDK', 'Commentary available']"
2014,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
2008,['Single-player']
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Includes level editor']"
2014,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Workshop']"
2014,"['Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements']"
2014,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']"
