release_year,sentiment
2007,Mostly Negative
2014,Mixed
2014,Very Positive
2014,Very Negative
2005,Very Positive
2008,Mostly Positive
2014,Very Positive
2014,Negative
2014,4 user reviews
2014,Mixed
2013,4 user reviews
2014,Mostly Positive
2014,Very Positive
2014,Mostly Negative
2014,Mixed
2014,Very Positive
2014,Mostly Positive
2014,Mixed
2014,1 user reviews
2014,Negative
2014,8 user reviews
2014,Very Positive
2014,Very Positive
2014,1 user reviews
2014,Overwhelmingly Positive
2014,Very Positive
2014,Overwhelmingly Positive
2014,Very Positive
2014,1 user reviews
2014,Mixed
2014,Mixed
2014,Mixed
2014,1 user reviews
2014,4 user reviews
2014,4 user reviews
2013,3 user reviews
2014,Very Positive
2014,Mixed
2014,3 user reviews
2014,Very Positive
2014,Very Positive
2014,7 user reviews
2014,Very Positive
2014,Mostly Negative
2014,2 user reviews
2014,Mixed
2014,Very Positive
2014,2 user reviews
2014,Mixed
2014,Mixed
2011,Very Positive
2014,1 user reviews
2014,1 user reviews
2014,4 user reviews
2014,Very Positive
2014,Very Positive
2005,Very Positive
2014,Mostly Positive
2014,Mixed
2014,9 user reviews
2014,Mixed
2014,Mostly Positive
2014,Mostly Negative
2014,Positive
2014,1 user reviews
2014,Mixed
2014,Mixed
2014,Mostly Positive
2014,Mostly Negative
2014,Mixed
2014,Positive
2014,Mixed
2014,Very Positive
2014,Very Positive
2013,Very Positive
2012,Very Positive
2014,7 user reviews
2014,Mixed
2014,Very Positive
2012,Very Positive
2014,Very Positive
2014,Mostly Positive
2014,Positive
2014,Mostly Positive
2014,Positive
2014,Positive
2014,Mixed
2014,Very Positive
2009,Mixed
2014,Mixed
2002,Very Positive
2014,Mixed
2014,Mostly Positive
2014,Mixed
2014,Mixed
2014,7 user reviews
2014,Very Positive
2014,Very Positive
2014,9 user reviews
2014,1 user reviews
2014,Very Positive
2014,Mixed
2014,Mixed
2014,Very Positive
2014,Very Positive
1995,Very Positive
2014,Mostly Positive
2014,Very Positive
2014,Mostly Positive
2014,Very Positive
2014,Very Positive
2012,Very Positive
2012,Negative
2014,Very Negative
2014,2 user reviews
2014,Mixed
2014,Mostly Positive
2001,Mostly Negative
2003,Very Positive
2014,Mixed
2014,Mixed
2014,Mostly Positive
2008,Mostly Negative
2014,Mostly Positive
2014,8 user reviews
2014,5 user reviews
2013,Mostly Positive
2014,4 user reviews
2014,Mostly Negative
2014,Very Positive
2014,2 user reviews
2010,Mostly Negative
2014,Mixed
2011,Mostly Negative
2014,Overwhelmingly Positive
2014,Mostly Negative
2014,6 user reviews
2012,Very Positive
2014,Mixed
2014,Mostly Positive
2001,Very Positive
2014,Mixed
2014,Mostly Negative
2014,1 user reviews
2014,5 user reviews
2014,6 user reviews
2014,1 user reviews
2014,5 user reviews
2014,Mixed
2014,Very Positive
2014,Mostly Positive
2004,Very Positive
2014,1 user reviews
2014,1 user reviews
2014,1 user reviews
2014,Mostly Positive
2014,3 user reviews
2014,Mixed
2014,Mostly Positive
2014,Mixed
2014,Mostly Positive
2014,Mixed
2014,Positive
2014,Mostly Positive
2014,Positive
2014,9 user reviews
2014,2 user reviews
2014,3 user reviews
2014,Very Positive
2014,5 user reviews
2014,Mixed
2014,Mixed
2014,Positive
2014,Very Positive
2014,Mostly Positive
2014,Positive
2014,Negative
2014,Positive
2013,3 user reviews
2013,4 user reviews
2014,Positive
2014,Very Positive
2014,Mixed
2014,Positive
2014,Very Positive
2014,Very Positive
2014,Positive
2012,Very Positive
2014,Mostly Positive
2014,1 user reviews
2014,Overwhelmingly Positive
2014,Negative
2014,Very Positive
2013,4 user reviews
2013,Positive
2014,Mixed
2014,Mixed
2013,Very Positive
2014,Very Positive
2014,Mixed
2014,Very Positive
2007,Mixed
2014,5 user reviews
2013,Mostly Positive
2014,2 user reviews
2013,6 user reviews
2013,1 user reviews
2013,1 user reviews
2013,1 user reviews
2013,6 user reviews
2013,Very Positive
2013,Mixed
2013,Overwhelmingly Positive
2013,Very Positive
2013,Very Positive
2013,Mostly Positive
2013,3 user reviews
2013,Mostly Positive
2012,Mostly Positive
2005,Very Positive
2013,Very Positive
2013,5 user reviews
2013,4 user reviews
2013,Very Positive
2013,4 user reviews
2013,3 user reviews
2013,Mixed
2007,Mixed
2013,6 user reviews
2013,Very Positive
2013,Mixed
2013,1 user reviews
2013,2 user reviews
2013,1 user reviews
2013,1 user reviews
2013,4 user reviews
2013,Very Positive
2013,Mostly Positive
2013,Mostly Positive
2013,Mostly Positive
2013,Very Positive
2013,1 user reviews
2013,Mostly Positive
2013,3 user reviews
2013,1 user reviews
2014,Very Positive
2013,Positive
2014,Positive
2013,Very Positive
2013,Mixed
2013,Very Positive
2013,Very Positive
2013,Mixed
2013,Mostly Positive
2013,1 user reviews
2013,Mixed
2013,1 user reviews
2013,Very Positive
2013,Very Positive
2013,8 user reviews
2013,Positive
2013,7 user reviews
2013,Very Positive
2013,Negative
2013,Mixed
2013,Mixed
2013,Very Positive
2013,Very Positive
2013,6 user reviews
2013,3 user reviews
2013,3 user reviews
2013,3 user reviews
2013,Mixed
2013,Positive
2013,Mostly Positive
2013,2 user reviews
2013,Mixed
2013,1 user reviews
2013,Very Positive
2013,Very Positive
2013,Mostly Negative
2009,Mostly Negative
2013,Mostly Negative
2013,1 user reviews
2013,5 user reviews
2013,Mostly Negative
2013,Mixed
2013,7 user reviews
2013,2 user reviews
2013,2 user reviews
2013,Very Positive
2013,Very Positive
2013,Positive
2013,Mixed
2013,Mixed
2013,Mixed
2013,Mixed
2011,Mostly Positive
2013,Mixed
2013,Mostly Positive
2013,3 user reviews
2013,Mostly Positive
2013,2 user reviews
2013,2 user reviews
2013,2 user reviews
2013,Mixed
2013,Mixed
2013,Positive
2013,1 user reviews
2013,Mixed
2013,1 user reviews
2013,Mixed
1988,Very Positive
2013,5 user reviews
2013,Positive
2011,Mixed
2013,7 user reviews
2012,Very Positive
2013,Mixed
2013,Mixed
2013,6 user reviews
2013,Mostly Positive
2013,Mixed
2013,Mixed
2013,Mostly Negative
2013,Very Positive
2013,Very Positive
2013,9 user reviews
2013,Mostly Negative
2013,Mixed
2013,Very Positive
2013,Mixed
2013,Mixed
2013,Mixed
2013,Very Positive
2013,Mixed
2013,Very Positive
2013,Positive
2012,Very Negative
2013,Very Negative
2013,Very Positive
2013,Very Positive
2013,4 user reviews
2013,Very Positive
2013,Mixed
2013,3 user reviews
2013,1 user reviews
2013,Positive
2013,Mixed
2013,Mixed
2004,Overwhelmingly Positive
2013,Mostly Positive
2013,1 user reviews
2013,Very Positive
2013,5 user reviews
2013,7 user reviews
2013,1 user reviews
2013,2 user reviews
2013,2 user reviews
2013,Mixed
2013,Mostly Positive
2013,9 user reviews
2013,Very Positive
2013,Very Positive
2013,7 user reviews
2011,Very Positive
2013,7 user reviews
2013,Very Positive
2013,5 user reviews
2013,Mixed
2013,Mostly Negative
2013,Very Positive
2003,Mostly Positive
2000,Mixed
2002,Mostly Negative
2013,Mixed
2012,Positive
2013,Very Positive
2013,Mostly Positive
2013,Mixed
2013,Mostly Positive
2011,Very Positive
2013,Positive
2013,1 user reviews
2013,1 user reviews
2013,5 user reviews
2013,Mostly Positive
2013,1 user reviews
2013,3 user reviews
2013,Mixed
2013,Mostly Positive
2013,Very Positive
2013,1 user reviews
1999,Very Positive
1993,Mostly Positive
2001,Very Positive
1995,Mixed
2002,Overwhelmingly Positive
2013,Very Positive
2010,Very Negative
2013,Mixed
2013,Mixed
2013,Very Positive
2013,4 user reviews
2013,5 user reviews
2013,Positive
2013,Mostly Positive
2013,2 user reviews
2013,Very Positive
2013,Mostly Positive
2013,8 user reviews
2013,Very Positive
2013,Positive
2013,Mixed
2013,Very Positive
2013,Mostly Negative
2013,Mostly Positive
1991,Positive
2013,Positive
2013,Very Positive
2011,Mostly Positive
2013,Mixed
2013,Very Positive
2013,Very Positive
2013,Very Positive
2013,Mixed
2013,Positive
2013,Very Positive
2013,Very Positive
2013,6 user reviews
2013,4 user reviews
2013,9 user reviews
2013,Very Positive
2013,Very Positive
2013,Mixed
2013,Mostly Positive
2009,Very Positive
2013,Mixed
2013,Positive
1999,Very Positive
2013,Mostly Negative
2013,Very Positive
2013,Very Positive
2013,Mixed
2013,Very Positive
2013,Overwhelmingly Negative
2013,Positive
1999,Mostly Positive
2013,Positive
2013,Very Positive
2013,Very Positive
2013,2 user reviews
2013,Mostly Positive
2013,Very Positive
1999,Very Positive
2013,2 user reviews
2013,Mostly Positive
2003,Mixed
2001,Mixed
2004,Mixed
1999,Mostly Positive
2013,Mostly Negative
2013,Mixed
2013,Very Positive
2013,Positive
2013,Positive
2013,9 user reviews
2013,Mixed
2000,Mixed
2013,Mostly Negative
1998,Mostly Positive
2013,5 user reviews
2013,2 user reviews
2003,Mostly Positive
2012,Mixed
2013,Very Positive
2013,Mixed
2013,Mixed
2013,Mixed
1996,Mixed
2013,Mostly Positive
2013,Very Positive
2013,Overwhelmingly Positive
2013,Mixed
2013,Mixed
2013,Mostly Negative
2004,Very Positive
2013,Mixed
2013,8 user reviews
2013,Positive
2013,Positive
2013,5 user reviews
2013,8 user reviews
2013,3 user reviews
2013,7 user reviews
2013,3 user reviews
2013,Mixed
2016,Very Positive
2013,9 user reviews
2013,Very Positive
2013,Mixed
2013,8 user reviews
2013,Positive
2013,1 user reviews
2013,7 user reviews
2013,3 user reviews
2013,Mixed
2013,Very Positive
2013,Mostly Positive
2013,Mostly Positive
2001,Very Positive
2013,9 user reviews
2013,Mixed
2013,Very Positive
2013,Mostly Positive
2013,Positive
2013,Mostly Negative
2012,Mixed
2013,Very Positive
2013,3 user reviews
2013,5 user reviews
2013,Very Positive
2013,Very Positive
2013,Very Positive
2013,Mostly Positive
2013,9 user reviews
2013,Positive
2013,Very Positive
2013,Mostly Positive
2013,Very Positive
2013,Mixed
2013,Very Positive
2013,Mostly Positive
2013,Overwhelmingly Positive
2013,Mostly Positive
2013,Very Positive
2013,9 user reviews
2013,Very Positive
2013,Negative
2013,Very Positive
2013,Mixed
2013,Mixed
2013,Mixed
2013,Very Positive
2013,Very Positive
2013,Very Positive
2013,Very Positive
2013,6 user reviews
2013,1 user reviews
2013,2 user reviews
2013,Mixed
2013,5 user reviews
2013,Positive
2013,Positive
2013,3 user reviews
2013,5 user reviews
2013,Mostly Positive
2013,Very Positive
2013,Overwhelmingly Positive
2013,Very Positive
2013,Overwhelmingly Positive
2013,Very Positive
2013,9 user reviews
2013,Very Positive
2013,Mixed
2013,Very Positive
2013,Very Positive
2013,4 user reviews
2013,Very Positive
2013,Positive
2013,Positive
2013,Positive
2013,1 user reviews
2013,9 user reviews
2013,1 user reviews
2013,1 user reviews
2013,Very Positive
2013,1 user reviews
2013,3 user reviews
2013,1 user reviews
2013,Positive
2013,Positive
2013,Positive
2013,Very Positive
2013,Very Positive
2013,Mixed
2013,3 user reviews
2013,Positive
2013,Mostly Negative
2013,Positive
2013,Very Positive
2013,6 user reviews
2013,Mixed
2013,Mixed
2013,Mixed
2013,Mixed
2013,Mostly Positive
2013,1 user reviews
2013,Very Positive
2013,Mostly Positive
2013,5 user reviews
2013,Mixed
2013,Very Positive
2013,Mostly Positive
2013,Mixed
2013,1 user reviews
2013,2 user reviews
2013,1 user reviews
2013,1 user reviews
2013,2 user reviews
2013,1 user reviews
2013,3 user reviews
2013,1 user reviews
2013,1 user reviews
2013,2 user reviews
2013,1 user reviews
2013,1 user reviews
2013,1 user reviews
2013,1 user reviews
2013,1 user reviews
2013,1 user reviews
2013,3 user reviews
2013,1 user reviews
2013,2 user reviews
2013,7 user reviews
2013,Positive
2013,Very Positive
2013,Mostly Positive
2013,Mixed
2013,Mostly Negative
2013,Mixed
2013,Mostly Positive
2013,Very Positive
2013,2 user reviews
2013,Positive
2013,Mostly Positive
2013,Very Positive
2013,Positive
2013,Positive
2013,Mostly Positive
2013,Overwhelmingly Positive
2013,Very Positive
2013,Mostly Positive
2013,6 user reviews
2013,Mostly Positive
2013,Very Positive
2013,Mixed
2013,3 user reviews
2013,Overwhelmingly Positive
2013,Very Positive
2013,Very Positive
2013,Mixed
2013,Overwhelmingly Positive
2013,5 user reviews
2013,Overwhelmingly Positive
2013,Mixed
2013,9 user reviews
2013,Mostly Positive
2013,Very Positive
2013,Mixed
2013,Very Positive
2013,Mostly Positive
1999,Very Positive
2013,Very Positive
2013,Positive
2013,Mixed
2013,Mostly Positive
2013,Positive
2013,1 user reviews
2013,Very Positive
2013,Very Positive
2013,Very Positive
2013,Mixed
2013,Mostly Positive
2013,4 user reviews
2013,1 user reviews
2013,Positive
2013,Very Positive
2013,Very Positive
2013,Positive
2013,Very Positive
2013,Mixed
2013,Mixed
2013,Positive
2013,1 user reviews
2013,5 user reviews
2013,3 user reviews
2013,Positive
2013,Very Positive
2013,Mostly Positive
2013,Mostly Negative
2013,Very Positive
2013,Mostly Positive
2013,Mostly Positive
2013,1 user reviews
2013,5 user reviews
2013,Very Positive
2013,Mixed
2013,Very Positive
2013,Mostly Positive
2013,4 user reviews
2013,Positive
2013,Positive
2013,Very Positive
2013,Mixed
2013,Very Positive
2013,9 user reviews
2013,Very Positive
2013,Mostly Positive
2013,Mostly Positive
2013,4 user reviews
2013,Mostly Positive
2013,1 user reviews
2013,7 user reviews
2013,7 user reviews
2013,Very Positive
2013,Very Positive
2013,Positive
2013,Mostly Positive
2013,Mixed
2013,Mixed
2013,4 user reviews
2013,Positive
2013,Positive
2013,6 user reviews
2013,Positive
2013,Positive
2013,Mixed
2013,Very Positive
2013,Mostly Positive
2013,Mixed
2013,Mixed
2013,Very Positive
2013,Mixed
2013,Positive
2013,Mixed
2013,Very Positive
2013,Very Positive
2013,Very Positive
2013,Very Positive
2013,4 user reviews
2013,Overwhelmingly Positive
2013,Mostly Positive
2013,Mostly Positive
2013,Mostly Positive
2013,Mostly Positive
2013,Mixed
2013,Mixed
2013,Mixed
2013,Very Positive
2013,Mixed
2013,Very Positive
1999,Very Positive
2013,1 user reviews
2013,6 user reviews
2013,Mostly Negative
2013,Positive
2013,Mostly Positive
2013,Very Positive
2013,2 user reviews
2013,Mixed
2013,Very Positive
2013,7 user reviews
2008,Very Positive
2013,Mostly Positive
2013,Mixed
2013,5 user reviews
2013,Mostly Negative
2013,Very Positive
2013,Positive
2013,Positive
2013,8 user reviews
2013,Very Positive
2011,Very Positive
2013,Mostly Positive
2013,9 user reviews
2013,Mostly Positive
2013,Positive
2013,Mixed
2013,Very Positive
2013,1 user reviews
2013,Very Positive
2013,7 user reviews
2013,5 user reviews
2013,Mixed
2013,Positive
2013,1 user reviews
2013,Overwhelmingly Positive
2013,Positive
2013,Mixed
2013,Positive
2013,Positive
2013,Positive
2013,Positive
2013,Very Positive
2013,Positive
2013,Positive
2013,Very Positive
2013,Very Positive
2013,Very Positive
2013,Mostly Positive
2013,Mostly Positive
2013,Mixed
2013,Positive
2013,Very Positive
2013,Positive
2013,Positive
2013,4 user reviews
2013,5 user reviews
2013,4 user reviews
2013,2 user reviews
2013,Mixed
2013,1 user reviews
2013,Mostly Positive
2013,Positive
2013,Mixed
2013,Positive
2013,Positive
2013,Very Positive
2013,Mostly Positive
2013,Mixed
2013,Mixed
2013,Very Positive
2013,6 user reviews
2013,6 user reviews
2013,7 user reviews
2013,1 user reviews
2013,6 user reviews
2013,4 user reviews
2013,Positive
2013,Mostly Positive
2013,4 user reviews
2013,7 user reviews
2013,Overwhelmingly Positive
2013,Overwhelmingly Positive
2013,Mixed
2013,Mostly Positive
2013,Positive
2013,Positive
2013,Positive
2013,Positive
2013,Very Positive
2013,Very Positive
2013,Positive
2013,Positive
2013,9 user reviews
2013,Mixed
2013,Very Positive
2013,Mixed
2013,5 user reviews
2013,Mixed
2013,Mixed
2013,Mixed
2013,5 user reviews
2013,1 user reviews
2013,Mostly Positive
2013,Overwhelmingly Positive
2013,Very Positive
2013,Positive
2013,Positive
2013,5 user reviews
2013,Mixed
2013,1 user reviews
2013,3 user reviews
2013,1 user reviews
2013,1 user reviews
2013,Very Positive
2013,Positive
2013,Very Positive
2013,Positive
2012,1 user reviews
2012,Mostly Positive
2012,8 user reviews
2012,1 user reviews
2012,Mostly Positive
2012,Mostly Positive
2012,Positive
2012,Mixed
2006,Very Positive
2012,Mostly Positive
2012,9 user reviews
2012,Very Positive
2012,Mixed
2012,Mixed
2012,6 user reviews
2012,Mostly Positive
2012,Mixed
2012,Positive
2012,Mostly Positive
2012,Very Positive
2012,9 user reviews
2012,Mostly Positive
2012,9 user reviews
2012,1 user reviews
2012,Mixed
2012,Very Positive
2012,Mixed
2012,Mostly Positive
2012,Mixed
2012,Mostly Positive
2012,Positive
2012,1 user reviews
2012,3 user reviews
2012,Positive
2012,4 user reviews
2012,3 user reviews
2012,Mixed
2012,Very Positive
2012,1 user reviews
2012,1 user reviews
2012,Very Positive
2012,3 user reviews
2012,Mostly Positive
2012,3 user reviews
2012,8 user reviews
2012,3 user reviews
2012,1 user reviews
2012,Mostly Positive
2012,Overwhelmingly Positive
2012,1 user reviews
2012,Very Positive
2012,Mixed
2012,Mostly Negative
2012,Very Positive
2012,Very Positive
2012,Very Positive
2012,Mostly Positive
2012,Very Positive
2012,Positive
2012,Positive
2012,Positive
2012,Positive
2012,Very Positive
2012,Very Positive
2012,Very Positive
2012,Mostly Positive
2012,Very Positive
2012,Very Positive
2012,Very Positive
2012,2 user reviews
2012,1 user reviews
2012,Mostly Positive
2012,Very Positive
2012,7 user reviews
2012,7 user reviews
2012,5 user reviews
2012,Positive
2012,Mixed
2012,Positive
2012,Mixed
2012,Very Positive
2012,1 user reviews
2012,1 user reviews
2012,7 user reviews
2012,1 user reviews
2012,1 user reviews
2012,2 user reviews
2012,6 user reviews
2012,4 user reviews
2012,5 user reviews
2012,Mostly Negative
2012,Mostly Positive
2012,4 user reviews
2012,6 user reviews
2012,Very Positive
2012,Mostly Positive
2012,Very Positive
2012,Mostly Negative
2012,3 user reviews
2012,2 user reviews
2012,Mostly Positive
2012,Mixed
2012,Overwhelmingly Positive
2012,Mixed
2012,Very Positive
2012,Mostly Positive
2012,Mostly Positive
2012,Positive
2012,Very Positive
2012,8 user reviews
2012,2 user reviews
2012,5 user reviews
2012,Mostly Positive
2012,Mostly Positive
2012,Positive
2012,3 user reviews
2012,Very Positive
2012,4 user reviews
2012,Positive
2012,Mostly Positive
2012,4 user reviews
2012,5 user reviews
2012,Positive
2012,Very Positive
2012,Mostly Positive
2012,Very Positive
2012,Mixed
2012,Very Positive
2012,Very Positive
2012,Mixed
2012,6 user reviews
2012,Positive
2012,1 user reviews
2012,1 user reviews
2012,1 user reviews
2012,Very Positive
2012,Very Positive
2012,3 user reviews
2012,Mostly Positive
2012,Mixed
2012,1 user reviews
2012,2 user reviews
2012,1 user reviews
2012,1 user reviews
2012,1 user reviews
2012,1 user reviews
2012,1 user reviews
2012,2 user reviews
2012,1 user reviews
2012,1 user reviews
2012,2 user reviews
2012,3 user reviews
2012,3 user reviews
2012,Mostly Negative
2012,Mixed
2012,Mixed
2012,Mostly Positive
2012,Very Positive
2012,Very Positive
2012,Mixed
2012,Overwhelmingly Positive
2012,3 user reviews
2012,1 user reviews
2012,Very Positive
2012,Mixed
2007,Mixed
2012,Positive
2012,Mostly Positive
2012,Mixed
2012,Mostly Positive
2012,Mixed
2012,Mostly Negative
2012,Very Positive
2012,9 user reviews
2012,Positive
2012,3 user reviews
2012,Mostly Positive
2012,3 user reviews
